time,target_x,target_y,target_z,actual_x,actual_y,actual_z
12.1,0.0,0.0,15.0,-9.304538851882696e-05,0.00011392561278904006,14.880315592761928
12.1,-9.304538851882696e-05,0.00011392561278904006,15.0,-9.304538851882696e-05,0.00011392561278904006,14.880315592761928
12.2,-8.478794990233555e-05,1.325586222984386e-05,15.0,-8.478794990233555e-05,1.325586222984386e-05,14.908376759183533
12.2,-8.478794990233555e-05,1.325586222984386e-05,15.0,-8.478794990233555e-05,1.325586222984386e-05,14.908376759183533
12.299999999999999,-5.2181893870397704e-05,-6.351548313196463e-05,15.0,-5.2181893870397704e-05,-6.351548313196463e-05,14.930397024121094
12.299999999999999,-5.2181893870397704e-05,-6.351548313196463e-05,15.0,-5.2181893870397704e-05,-6.351548313196463e-05,14.930397024121094
12.399999999999999,-1.1155525240562551e-05,-0.00010575139768916378,15.0,-1.1155525240562551e-05,-0.00010575139768916378,14.947465802998211
12.399999999999999,-1.1155525240562551e-05,-0.00010575139768916378,15.0,-1.1155525240562551e-05,-0.00010575139768916378,14.947465802998211
12.5,1.9258004295975082e-05,-0.0001101912174520251,15.0,1.9258004295975082e-05,-0.0001101912174520251,14.960487477636585
12.5,1.9258004295975082e-05,-0.0001101912174520251,15.0,1.9258004295975082e-05,-0.0001101912174520251,14.960487477636585
12.6,2.728885994425798e-05,-8.05170695770347e-05,15.0,2.728885994425798e-05,-8.05170695770347e-05,14.970260685831486
12.6,2.728885994425798e-05,-8.05170695770347e-05,15.0,2.728885994425798e-05,-8.05170695770347e-05,14.970260685831486
12.7,1.0371652667592983e-05,-2.6711129576502826e-05,15.0,1.0371652667592983e-05,-2.6711129576502826e-05,14.977450517997962
12.7,8.111980597578863e-06,-2.05354530412488e-05,15.0,8.111980597578863e-06,-2.05354530412488e-05,14.978050836316962
12.799999999999999,-1.201071879140297e-05,3.711225542315174e-05,15.0,-1.201071879140297e-05,3.711225542315174e-05,14.982624926377028
12.799999999999999,-1.201071879140297e-05,3.711225542315174e-05,15.0,-1.201071879140297e-05,3.711225542315174e-05,14.982624926377028
12.899999999999999,-2.317370305517693e-05,9.482812265879799e-05,15.0,-2.317370305517693e-05,9.482812265879799e-05,14.98628326826215
12.899999999999999,-2.317370305517693e-05,9.482812265879799e-05,15.0,-2.317370305517693e-05,9.482812265879799e-05,14.98628326826215
13.0,-1.1772803316927489e-05,0.0001328370703207726,15.0,-1.1772803316927489e-05,0.0001328370703207726,14.98886894684587
13.0,-1.1772803316927489e-05,0.0001328370703207726,15.0,-1.1772803316927489e-05,0.0001328370703207726,14.98886894684587
13.1,2.051807247432164e-05,0.00014707232347211757,15.0,2.051807247432164e-05,0.00014707232347211757,14.990661254661832
13.1,2.051807247432164e-05,0.00014707232347211757,15.0,2.051807247432164e-05,0.00014707232347211757,14.990661254661832
13.2,5.608718835315443e-05,0.00013833237811280307,15.0,5.608718835315443e-05,0.00013833237811280307,14.99186996745027
13.2,5.893944740272744e-05,0.00013638205735716039,15.0,5.893944740272744e-05,0.00013638205735716039,14.991965254465626
13.299999999999999,7.442303125362591e-05,0.00011245830998756144,15.0,7.442303125362591e-05,0.00011245830998756144,14.992655633216438
13.299999999999999,7.442303125362591e-05,0.00011245830998756144,15.0,7.442303125362591e-05,0.00011245830998756144,14.992655633216438
13.399999999999999,6.659766049202121e-05,7.903602469524228e-05,15.0,6.659766049202121e-05,7.903602469524228e-05,14.99314585631533
13.399999999999999,6.659766049202121e-05,7.903602469524228e-05,15.0,6.659766049202121e-05,7.903602469524228e-05,14.99314585631533
13.5,3.899232194935869e-05,4.747131404121237e-05,15.0,3.899232194935869e-05,4.747131404121237e-05,14.99342849546892
13.5,3.899232194935869e-05,4.747131404121237e-05,15.0,3.899232194935869e-05,4.747131404121237e-05,14.99342849546892
13.6,9.97616911728622e-06,2.553071162478334e-05,15.0,9.97616911728622e-06,2.553071162478334e-05,14.993571903394841
13.6,9.97616911728622e-06,2.553071162478334e-05,15.0,9.97616911728622e-06,2.553071162478334e-05,14.993571903394841
13.7,-1.4309475438872775e-06,1.7510151875328564e-05,15.0,-1.4309475438872775e-06,1.7510151875328564e-05,14.993624724761633
13.7,-1.4309475438872775e-06,1.7510151875328564e-05,15.0,-1.4309475438872775e-06,1.7510151875328564e-05,14.993624724761633
13.799999999999999,1.2488735622985455e-05,2.3444754966305412e-05,15.0,1.2488735622985455e-05,2.3444754966305412e-05,14.993621456122852
13.799999999999999,1.2488735622985455e-05,2.3444754966305412e-05,15.0,1.2488735622985455e-05,2.3444754966305412e-05,14.993621456122852
13.899999999999999,4.323169605575047e-05,3.9814974263789234e-05,15.0,4.323169605575047e-05,3.9814974263789234e-05,14.993586330906808
13.899999999999999,4.323169605575047e-05,3.9814974263789234e-05,15.0,4.323169605575047e-05,3.9814974263789234e-05,14.993586330906808
14.0,7.152582534918248e-05,6.09759875644857e-05,15.0,7.152582534918248e-05,6.09759875644857e-05,14.9935350644447
14.0,7.152582534918248e-05,6.09759875644857e-05,15.0,7.152582534918248e-05,6.09759875644857e-05,14.9935350644447
14.1,7.961646223154229e-05,8.081114265170007e-05,15.0,7.961646223154229e-05,8.081114265170007e-05,14.993477872799275
14.1,7.961646223154229e-05,8.081114265170007e-05,15.0,7.961646223154229e-05,8.081114265170007e-05,14.993477872799275
14.2,6.253694446923333e-05,9.450232236985097e-05,15.0,6.253694446923333e-05,9.450232236985097e-05,14.99342108878348
14.2,6.253694446923333e-05,9.450232236985097e-05,15.0,6.253694446923333e-05,9.450232236985097e-05,14.99342108878348
